grupo;snis_grupo;subgrupo;snis_subgrupo;snis_familias_informacao_indicador;snis_informacao_indicador;snis_unidade;codigo_variavel;nome_variavel
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO062 - Quantidade de caminhões compactadores com idade maior que 10 anos, pertencentes a outro agente executor da coleta de RDO e RPU;[unidade];CO062;Quantidade de caminhões compactadores com idade maior que 10 anos, pertencentes a outro agente executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO063 - Quantidade de caminhões basculantes ou carroceira ou baús com idade até 5 anos, pertencentes ao agente público executor da coleta de RDO e RPU;[Unidade];CO063;Quantidade de caminhões basculantes ou carroceira ou baús com idade até 5 anos, pertencentes ao agente público executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO064 - Quantidade de caminhões basculantes ou carroceira ou baús com idade de 6 a 10 anos, pertencentes ao agente público executor da coleta de RDO e RPU;[Unidade];CO064;Quantidade de caminhões basculantes ou carroceira ou baús com idade de 6 a 10 anos, pertencentes ao agente público executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO065 - Quantidade de caminhões basculantes ou carroceira ou baús com idade maior que 10 anos, pertencentes ao agente público executor da coleta de RDO e RPU;[Unidade];CO065;Quantidade de caminhões basculantes ou carroceira ou baús com idade maior que 10 anos, pertencentes ao agente público executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO066 - Quantidade de caminhões basculantes ou carroceira ou baús com idade até 5 anos, pertencentes aos agentes privados executor da coleta de RDO e RPU;[Unidade];CO066;Quantidade de caminhões basculantes ou carroceira ou baús com idade até 5 anos, pertencentes aos agentes privados executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO067 - Quantidade de caminhões basculantes ou carroceira ou baús com idade de 6 a 10 anos, pertencentes aos agentes privados executor da coleta de RDO e RPU;[Unidade];CO067;Quantidade de caminhões basculantes ou carroceira ou baús com idade de 6 a 10 anos, pertencentes aos agentes privados executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO068 - Quantidade de caminhões basculantes ou carroceira ou baús com idade maior que 10 anos, pertencentes aos agentes privados executor da coleta de RDO e RPU;[Unidade];CO068;Quantidade de caminhões basculantes ou carroceira ou baús com idade maior que 10 anos, pertencentes aos agentes privados executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO069 - Quantidade de caminhões basculantes ou carroceira ou baús com idade até 5 anos, pertencentes a outro agente executor da coleta de RDO e RPU;[unidade];CO069;Quantidade de caminhões basculantes ou carroceira ou baús com idade até 5 anos, pertencentes a outro agente executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO070 - Quantidade de caminhões basculantes ou carroceira ou baús com idade de 6 a 10 anos, pertencentes a outro agente executor da coleta de RDO e RPU;[unidade];CO070;Quantidade de caminhões basculantes ou carroceira ou baús com idade de 6 a 10 anos, pertencentes a outro agente executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO071 - Quantidade de caminhões basculantes ou carroceira ou baús com idade maior que 10 anos, pertencentes a outro agente executor da coleta de RDO e RPU;[unidade];CO071;Quantidade de caminhões basculantes ou carroceira ou baús com idade maior que 10 anos, pertencentes a outro agente executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO072 - Quantidade de caminhões tipo poliguindaste com idade até 5 anos, pertencentes ao agente público executor da coleta de RDO e RPU;[Unidade];CO072;Quantidade de caminhões tipo poliguindaste com idade até 5 anos, pertencentes ao agente público executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO073 - Quantidade de caminhões tipo poliguindaste com idade de 6 a 10 anos, pertencentes ao agente público utilizados da coleta de RDO e RPU;[Unidade];CO073;Quantidade de caminhões tipo poliguindaste com idade de 6 a 10 anos, pertencentes ao agente público utilizados da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO074 - Quantidade de caminhões tipo poliguindaste com idade maior que 10 anos, pertencentes ao agente público utilizados da coleta de RDO e RPU;[Unidade];CO074;Quantidade de caminhões tipo poliguindaste com idade maior que 10 anos, pertencentes ao agente público utilizados da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO075 - Quantidade de caminhões tipo poliguindaste com idade até 5 anos, pertencentes aos agentes privados utilizados da coleta de RDO e RPU;[Unidade];CO075;Quantidade de caminhões tipo poliguindaste com idade até 5 anos, pertencentes aos agentes privados utilizados da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO076 - Quantidade de caminhões tipo poliguindaste com idade de 6 a 10 anos, pertencentes aos agentes privados utilizados da coleta de RDO e RPU;[Unidade];CO076;Quantidade de caminhões tipo poliguindaste com idade de 6 a 10 anos, pertencentes aos agentes privados utilizados da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO077 - Quantidade de caminhões tipo poliguindaste com idade maior que 10 anos, pertencentes aos agentes privados utilizados da coleta de RDO e RPU;[Unidade];CO077;Quantidade de caminhões tipo poliguindaste com idade maior que 10 anos, pertencentes aos agentes privados utilizados da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO078 - Quantidade de caminhões tipo poliguindaste com idade até 5 anos, pertencentes ao outros agentes utilizados da coleta de RDO e RPU;[unidade];CO078;Quantidade de caminhões tipo poliguindaste com idade até 5 anos, pertencentes ao outros agentes utilizados da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO079 - Quantidade de caminhões tipo poliguindaste com idade de 6 a 10 anos, pertencentes ao outros agentes utilizados da coleta de RDO e RPU;[unidade];CO079;Quantidade de caminhões tipo poliguindaste com idade de 6 a 10 anos, pertencentes ao outros agentes utilizados da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO080 - Quantidade de caminhões tipo poliguindaste com idade maior que 10 anos, pertencentes a outros agentes utilizados da coleta de RDO e RPU;[unidade];CO080;Quantidade de caminhões tipo poliguindaste com idade maior que 10 anos, pertencentes a outros agentes utilizados da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO081 - Quantidade de tratores agrícolas com reboque com idade até 5 anos pertencente ao agente público executor da coleta de RDO e RPU;[Unidade];CO081;Quantidade de tratores agrícolas com reboque com idade até 5 anos pertencente ao agente público executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO082 - Quantidade de tratores agrícolas com reboque com idade de 6 a 10 anos pertencente ao agente público executor da coleta de RDO e RPU;[Unidade];CO082;Quantidade de tratores agrícolas com reboque com idade de 6 a 10 anos pertencente ao agente público executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO083 - Quantidade de tratores agrícolas com reboque com idade maior que 10 anos pertencente ao agente público executor da coleta de RDO e RPU;[Unidade];CO083;Quantidade de tratores agrícolas com reboque com idade maior que 10 anos pertencente ao agente público executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO084 - Quantidade de tratores agrícolas com reboque com idade até 5 anos pertencente ao agente privado executor da coleta de RDO e RPU;[Unidade];CO084;Quantidade de tratores agrícolas com reboque com idade até 5 anos pertencente ao agente privado executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO085 - Quantidade de tratores agrícolas com reboque com idade de 6 a 10 anos pertencente ao agente privado executor da coleta de RDO e RPU;[Unidade];CO085;Quantidade de tratores agrícolas com reboque com idade de 6 a 10 anos pertencente ao agente privado executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO086 - Quantidade de tratores agrícolas com reboque com idade maior que 10 anos pertencente ao agente privado executor da coleta de RDO e RPU;[Unidade];CO086;Quantidade de tratores agrícolas com reboque com idade maior que 10 anos pertencente ao agente privado executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO087 - Quantidade de tratores agrícolas com reboque com idade até 5 anos pertencente a outro agente executor da coleta de RDO e RPU;[unidade];CO087;Quantidade de tratores agrícolas com reboque com idade até 5 anos pertencente a outro agente executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO088 - Quantidade de tratores agrícolas com reboque com idade de 6 a 10 anos pertencente a outro agente executor da coleta de RDO e RPU;[unidade];CO088;Quantidade de tratores agrícolas com reboque com idade de 6 a 10 anos pertencente a outro agente executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO089 - Quantidade de tratores agrícolas com reboque com idade maior que 10 anos pertencente a outro agente executor da coleta de RDO e RPU;[unidade];CO089;Quantidade de tratores agrícolas com reboque com idade maior que 10 anos pertencente a outro agente executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO090 - Quantidade de veículos de tração animal (carroça) com idade até 5 anos pertencente ao agente público executor da coleta de RDO e RPU;[Unidade];CO090;Quantidade de veículos de tração animal (carroça) com idade até 5 anos pertencente ao agente público executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO091 - Quantidade de veículos de tração animal (carroça) com idade de 6 a 10 anos pertencente ao agente público executor da coleta de RDO e RPU;[Unidade];CO091;Quantidade de veículos de tração animal (carroça) com idade de 6 a 10 anos pertencente ao agente público executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO092 - Quantidade de veículos de tração animal (carroça) com idade maior que 10 anos pertencente ao agente público executor da coleta de RDO e RPU;[Unidade];CO092;Quantidade de veículos de tração animal (carroça) com idade maior que 10 anos pertencente ao agente público executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO093 - Quantidade de veículos de tração animal (carroça) com idade até 5 anos pertencente ao agente privado executor da coleta de RDO e RPU;[Unidade];CO093;Quantidade de veículos de tração animal (carroça) com idade até 5 anos pertencente ao agente privado executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO094 - Quantidade de veículos de tração animal (carroça) com idade de 6 a 10 anos pertencente ao agente privado executor da coleta de RDO e RPU;[Unidade];CO094;Quantidade de veículos de tração animal (carroça) com idade de 6 a 10 anos pertencente ao agente privado executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO095 - Quantidade de veículos de tração animal (carroça) com idade maior que 10 anos pertencente ao agente privado executor da coleta de RDO e RPU;[Unidade];CO095;Quantidade de veículos de tração animal (carroça) com idade maior que 10 anos pertencente ao agente privado executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO096 - Quantidade de veículos de tração animal (carroça) com idade até 5 anos pertencente a outro agente executor da coleta de RDO e RPU;[unidade];CO096;Quantidade de veículos de tração animal (carroça) com idade até 5 anos pertencente a outro agente executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO097 - Quantidade de veículos de tração animal (carroça) com idade de 6 a 10 anos pertencente a outro agente executor da coleta de RDO e RPU;[unidade];CO097;Quantidade de veículos de tração animal (carroça) com idade de 6 a 10 anos pertencente a outro agente executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO098 - Quantidade de veículos de tração animal (carroça) com idade maior que 10 anos pertencente a outro agente executor da coleta de RDO e RPU;[unidade];CO098;Quantidade de veículos de tração animal (carroça) com idade maior que 10 anos pertencente a outro agente executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO099 - Quantidade de outros tipos de veículos com idade até 5 anos pertencente ao agente público executor da coleta de RDO e RPU;[unidade];CO099;Quantidade de outros tipos de veículos com idade até 5 anos pertencente ao agente público executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO100 - Quantidade de outros tipos de veículos com idade de 6 a 10 anos pertencente ao agente público executor da coleta de RDO e RPU;[unidade];CO100;Quantidade de outros tipos de veículos com idade de 6 a 10 anos pertencente ao agente público executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO101 - Quantidade de outros tipos de veículos com idade maior que 10 anos pertencente ao agente público executor da coleta de RDO e RPU;[unidade];CO101;Quantidade de outros tipos de veículos com idade maior que 10 anos pertencente ao agente público executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO102 - Quantidade de outros tipos de veículos com idade até 5 anos pertencente ao agente privado executor da coleta de RDO e RPU;[unidade];CO102;Quantidade de outros tipos de veículos com idade até 5 anos pertencente ao agente privado executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO103 - Quantidade de outros tipos de veículos com idade de 6 a 10 anos pertencente ao agente privado executor da coleta de RDO e RPU;[unidade];CO103;Quantidade de outros tipos de veículos com idade de 6 a 10 anos pertencente ao agente privado executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO104 - Quantidade de outros tipos de veículos com idade maior que 10 anos pertencente ao agente privado executor da coleta de RDO e RPU;[unidade];CO104;Quantidade de outros tipos de veículos com idade maior que 10 anos pertencente ao agente privado executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO105 - Quantidade de outros tipos de veículos com idade até 5 anos pertencente a outro agente executor da coleta de RDO e RPU;[unidade];CO105;Quantidade de outros tipos de veículos com idade até 5 anos pertencente a outro agente executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO106 - Quantidade de outros tipos de veículos com idade de 6 a 10 anos pertencente a outro agente executor da coleta de RDO e RPU;[unidade];CO106;Quantidade de outros tipos de veículos com idade de 6 a 10 anos pertencente a outro agente executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO107 - Quantidade de outros tipos de veículos com idade maior que 10 anos pertencente a outro agente executor da coleta de RDO e RPU;[unidade];CO107;Quantidade de outros tipos de veículos com idade maior que 10 anos pertencente a outro agente executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO108 - Quantidade de RDO coletada pelo agente público;[Tonelada/ano];CO108;Quantidade de RDO coletada pelo agente público
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO109 - Quantidade de RDO coletada pelos agentes privados;[Tonelada/ano];CO109;Quantidade de RDO coletada pelos agentes privados
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO110 - Quantidade de resíduos sólidos domiciliares coletada por outro(s) agente(s) executor(es);[Tonelada/ano];CO110;Quantidade de resíduos sólidos domiciliares coletada por outro(s) agente(s) executor(es)
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO111 - Quantidade total de RDO coletada por todos os agentes;[Tonelada/ano];CO111;Quantidade total de RDO coletada por todos os agentes
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO112 - Quantidade de RPU coletada pelo agente público;[Tonelada/ano];CO112;Quantidade de RPU coletada pelo agente público
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO113 - Quantidade de RPU coletada pelos agentes privados;[Tonelada/ano];CO113;Quantidade de RPU coletada pelos agentes privados
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO114 - Quantidade de resíduos sólidos públicos coletada por outro(s) agente(s) executor(es);[tonelada];CO114;Quantidade de resíduos sólidos públicos coletada por outro(s) agente(s) executor(es)
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO115 - Quantidade total de RPU coletada por todos os agentes executores;[Tonelada/ano];CO115;Quantidade total de RPU coletada por todos os agentes executores
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO116 - Quantidade de RDO e RPU coletada pelo agente público;[Tonelada/ano];CO116;Quantidade de RDO e RPU coletada pelo agente público
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO117 - Quantidade de RDO e RPU coletada pelos agentes privados;[Tonelada/ano];CO117;Quantidade de RDO e RPU coletada pelos agentes privados
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO118 - Quantidade de resíduos sólidos domiciliares e públicos coletada por outro(s) agente(s);[tonelada];CO118;Quantidade de resíduos sólidos domiciliares e públicos coletada por outro(s) agente(s)
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO119 - Quantidade total de RDO e RPU coletada por todos os agentes;[Tonelada/ano];CO119;Quantidade total de RDO e RPU coletada por todos os agentes
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO120 - Ocorrência de coleta de resíduos sólidos em aeronaves, feita pelo agente público;[tonelada/ano];CO120;Ocorrência de coleta de resíduos sólidos em aeronaves, feita pelo agente público
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO121 - Ocorrência de coleta de resíduos sólidos de aeronaves em separado, feito pelo agente público;;CO121;Ocorrência de coleta de resíduos sólidos de aeronaves em separado, feito pelo agente público
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO122 - Disposição de resíduos sólidos coletados em aeronaves;;CO122;Disposição de resíduos sólidos coletados em aeronaves
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO123 - Quantidade de resíduos sólidos coletados em aeronaves;[tonelada/ano];CO123;Quantidade de resíduos sólidos coletados em aeronaves
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO124 - Outras formas de disposição de resíduos sólidos coletados em aeronaves;;CO124;Outras formas de disposição de resíduos sólidos coletados em aeronaves
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO125 - Ocorrência da coleta de resíduos sólidos em embarcações, feita pelo agente público;;CO125;Ocorrência da coleta de resíduos sólidos em embarcações, feita pelo agente público
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO126 - Ocorrência de coleta de resíduos sólidos de embarcações em separado, feito pelo agente público;;CO126;Ocorrência de coleta de resíduos sólidos de embarcações em separado, feito pelo agente público
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO127 - Disposição de resíduos sólidos coletados em embarcações;;CO127;Disposição de resíduos sólidos coletados em embarcações
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO128 - Quantidade de resíduos sólidos coletados em embarcações;[tonelada/ano];CO128;Quantidade de resíduos sólidos coletados em embarcações
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO129 - Outras formas de disposição de resíduos sólidos coletados em embarcações;;CO129;Outras formas de disposição de resíduos sólidos coletados em embarcações
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO130 - Especificação de outro tipo de serviço incluído no valor unitário citado;;CO130;Especificação de outro tipo de serviço incluído no valor unitário citado
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO131 - Há execução de coleta com elevação de contêineres por caminhão compactador (coleta conteinerizada), mesmo implantada em caráter de experiência?;[Sim/Não];CO131;Há execução de coleta com elevação de contêineres por caminhão compactador (coleta conteinerizada), mesmo implantada em caráter de experiência?
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO133 - Despesas com outro(s) agente(s) público(s) com o serviço de coleta de RDO e RPU no município;[R$/ano];CO133;Despesas com outro(s) agente(s) público(s) com o serviço de coleta de RDO e RPU no município
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO134 - Percentual da população atendida com frequência diária;[%];CO134;Percentual da população atendida com frequência diária
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO135 - Percentual da população atendida com frequência de 2 ou 3 vezes por semana;[%];CO135;Percentual da população atendida com frequência de 2 ou 3 vezes por semana
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO136 - Percentual da população atendida com frequência de 1 vez por semana;[%];CO136;Percentual da população atendida com frequência de 1 vez por semana
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO137 - 'especificação de outros agentes dos quais incide pessoal no serviço de coleta de RDO e RPU;;CO137;'especificação de outros agentes dos quais incide pessoal no serviço de coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO138 - 'especificação de outros agentes dos quais incidem veículos no serviço de coleta de RDO e RPU;;CO138;'especificação de outros agentes dos quais incidem veículos no serviço de coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO139 - Distância média da coleta de RDO e RPU desde o centro de massa até o descarregamento;[Km];CO139;Distância média da coleta de RDO e RPU desde o centro de massa até o descarregamento
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO140 - Quantidade de RDO coletada por outros agentes executores, exceto coop. ou associações de catadores;[Tonelada/ano];CO140;Quantidade de RDO coletada por outros agentes executores, exceto coop. ou associações de catadores
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO141 - Quantidade de RPU coletada por outros agentes executores, exceto coop. ou associações de catadores;[Tonelada/ano];CO141;Quantidade de RPU coletada por outros agentes executores, exceto coop. ou associações de catadores
